Instructor Name,Favorite Quote,Type of Exercise,Level of Difficulty,Music w/ Explicit Lyrics,Class Length,Health Impact,Class Name,Class Description
Susie Chan,DON'T BE DEFINED BY OTHER PEOPLE'S EXPECTATIONS. DEFINE YOUR OWN STRENGTHS.,running,beginner,True,30 min,"heart rate, calories, speed, distance, elevation",Intervals Run,Increase your strength and endurance in this intervals run. Expect bursts of effort followed by an active recovery while running on the Tread.
Susie Chan,DON'T BE DEFINED BY OTHER PEOPLE'S EXPECTATIONS. DEFINE YOUR OWN STRENGTHS.,running,intermediate,True,20 min,"heart rate, calories, speed, distance, elevation",Intervals Run,Increase your strength and endurance in this intervals run. Expect bursts of effort followed by an active recovery while running on the Tread.
Susie Chan,DON'T BE DEFINED BY OTHER PEOPLE'S EXPECTATIONS. DEFINE YOUR OWN STRENGTHS.,running,beginner,False,30 min,"heart rate, calories, speed, distance, elevation",Endurance Run,"Find your strength and break through mental barriers as you adapt to running at a sustained, steady pace in this stamina-building run."
Susie Chan,DON'T BE DEFINED BY OTHER PEOPLE'S EXPECTATIONS. DEFINE YOUR OWN STRENGTHS.,running,intermediate,False,30 min,"heart rate, calories, speed, distance, elevation",Intervals Run,Increase your strength and endurance in this intervals run. Expect bursts of effort followed by an active recovery while running on the Tread.
Susie Chan,DON'T BE DEFINED BY OTHER PEOPLE'S EXPECTATIONS. DEFINE YOUR OWN STRENGTHS.,running,advanced,False,20 min,"heart rate, calories, speed, distance, elevation",Intervals Run,Increase your strength and endurance in this intervals run. Expect bursts of effort followed by an active recovery while running on the Tread.
Susie Chan,DON'T BE DEFINED BY OTHER PEOPLE'S EXPECTATIONS. DEFINE YOUR OWN STRENGTHS.,running,intermediate,True,60 min,"heart rate, calories, speed, distance, elevation",Intervals Run,Increase your strength and endurance in this intervals run. Expect bursts of effort followed by an active recovery while running on the Tread.
Susie Chan,DON'T BE DEFINED BY OTHER PEOPLE'S EXPECTATIONS. DEFINE YOUR OWN STRENGTHS.,running,beginner,False,20 min,"heart rate, calories, speed, distance, elevation",HIIT Run,"High intensity intervals training is an effective way to improve heart health, build endurance, strength and speed. Expect bursts of effort followed by active recovery throughout this HIIT run."
Susie Chan,DON'T BE DEFINED BY OTHER PEOPLE'S EXPECTATIONS. DEFINE YOUR OWN STRENGTHS.,running,intermediate,False,30 min,"heart rate, calories, speed, distance, elevation",HIIT Run,"High intensity intervals training is an effective way to improve heart health, build endurance, strength and speed. Expect bursts of effort followed by active recovery throughout this HIIT run."
Susie Chan,DON'T BE DEFINED BY OTHER PEOPLE'S EXPECTATIONS. DEFINE YOUR OWN STRENGTHS.,running,beginner,False,30 min,"heart rate, calories, speed, distance, elevation",Endurance Run,"Find your strength and break through mental barriers as you adapt to running at a sustained, steady pace in this stamina-building run."
Susie Chan,DON'T BE DEFINED BY OTHER PEOPLE'S EXPECTATIONS. DEFINE YOUR OWN STRENGTHS.,running,intermediate,False,20 min,"heart rate, calories, speed, distance, elevation",HIIT Run,"High intensity intervals training is an effective way to improve heart health, build endurance, strength and speed. Expect bursts of effort followed by active recovery throughout this HIIT run."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,20 min,"heart rate, calories",Focus Flow: Shoulders,This yoga class focuses on poses that strengthen and add flexibility and mobility to your shoulders.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Focus Flow: Inversions,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on inversions."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,10 min,"heart rate, calories",Focus Flow: Wrists,This yoga class focuses on poses that allow you to strengthen and work on the mobility of your wrists.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,advanced,False,45 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Chest Openers,"This yoga class focuses on poses that engage and open up the chest. Heart-opening poses are the perfect antidote for all those hours we spend hunched over computers, phones or handlebars."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,30 min,"heart rate, calories",Balanced Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,10 min,"heart rate, calories",Focus Flow: Standing Balances,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on standing balances."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,45 min,"heart rate, calories",Power Slow Flow,This is a yoga class where the pace is slower than our other yoga flow classes. Holding poses for longer durations to build heat with a little extra direction from your instructor.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,20 min,"heart rate, calories",Power Flow,"In this power flow class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Twists,"This yoga class focuses on twisting poses. Twists stimulate circulation and have a cleansing and refreshing effect on the internal organs, as well as benefits for the spine, hips and shoulders."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Chair Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on chair pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,advanced,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Headstand,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on headstands."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,30 min,"heart rate, calories",Grounded Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Floor Poses,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on floor poses."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,45 min,"heart rate, calories",Power Flow,"In this power flow class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Healthy Back,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work to create space and strength in the back."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,10 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,60 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,10 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Evening Yoga Flow,Kirra designed this yoga sequence to help you end your day on a chill note.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Malasana,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on malasana."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,20 min,"heart rate, calories",Focus Flow: Hips,"This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread!"
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,30 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,15 min,"heart rate, calories",Focus Flow: Sun Salutations,"This yoga class is composed primarily of multiple repeated rounds of sun salutations, the short sequence of poses typically used as a warm up for a longer class."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Hips,"This yoga class focuses on poses that help engage, strengthen and open up your hips. A perfect complement to all your hard work on the Bike or Tread!"
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,20 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,30 min,"heart rate, calories",Evening Yoga Flow,Kirra designed this yoga sequence to help you end your day on a chill note.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,45 min,"heart rate, calories",Focus Flow: Inversions,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on inversions."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Chest Openers,"This yoga class focuses on poses that engage and open up the chest. Heart-opening poses are the perfect antidote for all those hours we spend hunched over computers, phones or handlebars."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Extended Side Angle,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on extended side angle pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,advanced,True,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,advanced,True,20 min,"heart rate, calories",Focus Flow: Floor Poses,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on floor poses."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Lower Body,"This yoga class focuses on poses that engage, strengthen and open up the muscles of the lower body."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,10 min,"heart rate, calories",Focus Flow: Core,"This yoga class focuses on poses that help engage, strengthen and stabilize your core."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,60 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Morning Yoga Flow,Kirra designed this yoga sequence to help you start your day!
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,15 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,20 min,"heart rate, calories",Focus Flow: Standing Balances,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on standing balances."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,20 min,"heart rate, calories",Grounded Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,20 min,"heart rate, calories",Focus Flow: Half Moon,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on half moon."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Power Slow Flow,This is a yoga class where the pace is slower than our other yoga flow classes. Holding poses for longer durations to build heat with a little extra direction from your instructor.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,advanced,False,60 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,10 min,"heart rate, calories",Focus Flow: Twists,"This yoga class focuses on twisting poses. Twists stimulate circulation and have a cleansing and refreshing effect on the internal organs, as well as benefits for the spine, hips and shoulders."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,20 min,"heart rate, calories",Evening Yoga Flow,Kirra designed this yoga sequence to help you end your day on a chill note.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,45 min,"heart rate, calories",Focus Flow: Dancer Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on dancer pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,advanced,True,30 min,"heart rate, calories",Focus Flow: Binds,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work on poses that involve a bind."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Core,"This yoga class focuses on poses that help engage, strengthen and stabilize your core."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Forward Folds,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on forward folds."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,30 min,"heart rate, calories",Focus Flow: Healthy Back,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work to create space and strength in the back."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,advanced,True,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,10 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,45 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,20 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Mountain Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on mountain pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,45 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,30 min,"heart rate, calories",Morning Yoga Flow,Kirra designed this yoga sequence to help you start your day!
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Focus Flow: Shoulderstand,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on shoulderstands."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,20 min,"heart rate, calories",Focus Flow: Bow Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on bow pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,30 min,"heart rate, calories",Evening Slow Flow,Kirra designed this yoga sequence to help you end your day on a chill note.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Focus Flow: Side Crow Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on side crow pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,45 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Focus Flow: Crow,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on crow pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,30 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Power Flow,"In this power flow class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,45 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,30 min,"heart rate, calories",Grounded Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,45 min,"heart rate, calories",Focus Flow: Wheel Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on wheel pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,45 min,"heart rate, calories",Power Slow Flow,This is a yoga class where the pace is slower than our other yoga flow classes. Holding poses for longer durations to build heat with a little extra direction from your instructor.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,30 min,"heart rate, calories",Focus Flow: Tree Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on tree pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,20 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,advanced,False,45 min,"heart rate, calories",Focus Flow: King Pigeon Pose,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on king pigeon pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,60 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Power Slow Flow,This is a yoga class where the pace is slower than our other yoga flow classes. Holding poses for longer durations to build heat with a little extra direction from your instructor.
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,30 min,"heart rate, calories",Focus: Extended Hand to Big Toe,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on extended hand to big toe pose."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,10 min,"heart rate, calories",Focus Flow: Healthy Back,"This yoga class focuses on building skills surrounding a category of related postures. In this class, youll work to create space and strength in the back."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Power Flow,"In this power flow class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,30 min,"heart rate, calories",Focus Flow: Splits,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on splits."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,False,20 min,"heart rate, calories",Focus Flow: Locust,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on locust. "
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,20 min,"heart rate, calories",Focus Flow: Upward Facing Dog,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on upward facing dog."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,45 min,"heart rate, calories",Slow Flow,"This is a yoga class where the pace is slower than our other yoga flow classes. Poses are held for longer durations, which allows for more instruction, and generally a deeper experience of the poses."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,False,30 min,"heart rate, calories",Power Flow,"In this power flow class, you will flow at a faster pace. Added poses and repetition of movements will help build strength. This class is recommended for students with previous yoga flow experience."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,45 min,"heart rate, calories",Focus Flow: Forearm Stand,"This yoga class focuses on building skills that prepare you for a specific posture. In this class, youll work on forearm stands."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,intermediate,True,45 min,"heart rate, calories",Yoga Flow,"In this active, vinyasa-style yoga class, we'll flow from one pose to the next, linking movements with the breath. Hone your inner focus as you develop strength, flexibility and balance."
Kirra Michel,Don’t live your life to be “liked.” Live your life in your truth. Respect others and lead with your heart. ,yoga,beginner,True,20 min,"heart rate, calories",Focus Flow: Lower Body,"This yoga class focuses on poses that engage, strengthen and open up the muscles of the lower body."
